,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor,mes,año
33,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-01-01,83483.478,1,2017
34,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-02-01,82264.716,2,2017
35,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-03-01,94698.366,3,2017
36,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-04-01,96251.926,4,2017
37,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-05-01,90975.933,5,2017
38,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-06-01,91878.018,6,2017
39,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-07-01,96603.195,7,2017
40,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-08-01,96342.598,8,2017
41,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-09-01,94321.521,9,2017
42,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-10-01,100219.699,10,2017
43,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-11-01,96484.76687,11,2017
44,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2017-12-01,123018.6711,12,2017
45,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-01-01,94003.98727,1,2018
46,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-02-01,96334.35139,2,2018
47,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-03-01,114783.7743,3,2018
48,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-04-01,106349.0269,4,2018
49,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-05-01,106357.5471,5,2018
50,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-06-01,109941.8061,6,2018
51,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-07-01,114200.8313,7,2018
52,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-08-01,114905.4254,8,2018
53,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-09-01,119043.0376,9,2018
54,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-10-01,125089.8881,10,2018
55,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-11-01,129215.111,11,2018
56,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2018-12-01,157980.9638,12,2018
57,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-01-01,120353.2655,1,2019
58,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-02-01,123503.7026,2,2019
59,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-03-01,148393.2902,3,2019
60,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-04-01,142876.1902,4,2019
61,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-05-01,147372.134,5,2019
62,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-06-01,154517.8444,6,2019
63,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-07-01,149040.3973,7,2019
64,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-08-01,163096.6621,8,2019
65,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,2,CAPITAL FEDERAL,2019-09-01,163320.3306,9,2019
66,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-01-01,123663.611,1,2017
67,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-02-01,119366.56,2,2017
68,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-03-01,123093.149,3,2017
69,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-04-01,128786.086,4,2017
70,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-05-01,116772.481,5,2017
71,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-06-01,119944.102,6,2017
72,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-07-01,138854.553,7,2017
73,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-08-01,131104.764,8,2017
74,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-09-01,125568.9021,9,2017
75,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-10-01,131757.8417,10,2017
76,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-11-01,126546.2203,11,2017
77,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2017-12-01,168111.5006,12,2017
78,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-01-01,142673.7931,1,2018
79,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-02-01,138122.6368,2,2018
80,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-03-01,151269.0513,3,2018
81,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-04-01,136915.1902,4,2018
82,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-05-01,134061.3972,5,2018
83,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-06-01,141797.6354,6,2018
84,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-07-01,161070.2057,7,2018
85,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-08-01,151777.0557,8,2018
86,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-09-01,153820.0005,9,2018
87,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-10-01,154649.7267,10,2018
88,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-11-01,160760.4486,11,2018
89,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2018-12-01,215811.5059,12,2018
90,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-01-01,176679.4602,1,2019
91,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-02-01,171691.52,2,2019
92,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-03-01,193620.6329,3,2019
93,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-04-01,180499.4499,4,2019
94,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-05-01,182524.5236,5,2019
95,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-06-01,198931.9024,6,2019
96,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-07-01,197857.3027,7,2019
97,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-08-01,209742.5381,8,2019
98,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,6,BUENOS AIRES,2019-09-01,202267.0004,9,2019
99,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-01-01,1480.0865,1,2017
100,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-02-01,1287.15732,2,2017
101,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-03-01,1437.12471,3,2017
102,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-04-01,1472.39213,4,2017
103,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-05-01,1413.08308,5,2017
104,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-06-01,1415.71501,6,2017
105,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-07-01,1533.06991,7,2017
106,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-08-01,1433.96983,8,2017
107,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-09-01,1441.72966,9,2017
108,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-10-01,1520.78061,10,2017
109,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-11-01,1531.10761,11,2017
110,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2017-12-01,1952.97757,12,2017
111,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-01-01,1718.66484,1,2018
112,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-02-01,1555.58664,2,2018
113,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-03-01,1764.48216,3,2018
114,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-04-01,1641.74467,4,2018
115,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-05-01,1505.56674,5,2018
116,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-06-01,1560.5962,6,2018
117,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-07-01,1707.53538,7,2018
118,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-08-01,1751.26943,8,2018
119,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-09-01,1663.40366,9,2018
120,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-10-01,1827.55439,10,2018
121,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-11-01,1799.8707,11,2018
122,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2018-12-01,2265.59108,12,2018
123,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-01-01,1819.57999,1,2019
124,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-02-01,1984.29,2,2019
125,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-03-01,2276.48713,3,2019
126,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-04-01,2062.98418,4,2019
127,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-05-01,2195.89488,5,2019
128,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-06-01,2236.19851,6,2019
129,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-07-01,1938.70358,7,2019
130,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-08-01,1962.78022,8,2019
131,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,10,CATAMARCA,2019-09-01,1915.38532,9,2019
132,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-01-01,11526.29884,1,2017
133,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-02-01,10939.857,2,2017
134,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-03-01,9800.38004,3,2017
135,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-04-01,10080.83583,4,2017
136,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-05-01,9216.16743,5,2017
137,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-06-01,9353.37666,6,2017
138,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-07-01,10480.51844,7,2017
139,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-08-01,10257.00161,8,2017
140,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-09-01,10419.27864,9,2017
141,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-10-01,11619.27773,10,2017
142,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-11-01,11807.61582,11,2017
143,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2017-12-01,14933.96346,12,2017
144,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-01-01,15498.39344,1,2018
145,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-02-01,15103.85473,2,2018
146,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-03-01,14835.26201,3,2018
147,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-04-01,13431.75942,4,2018
148,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-05-01,13155.90039,5,2018
149,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-06-01,13758.98513,6,2018
150,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-07-01,14898.88469,7,2018
151,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-08-01,15007.85247,8,2018
152,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-09-01,14701.53471,9,2018
153,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-10-01,15362.24102,10,2018
154,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-11-01,15588.87319,11,2018
155,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2018-12-01,19848.10761,12,2018
156,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-01-01,20593.82984,1,2019
157,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-02-01,19415.92199,2,2019
158,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-03-01,20203.47034,3,2019
159,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-04-01,18352.86969,4,2019
160,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-05-01,17285.63581,5,2019
161,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-06-01,18740.72723,6,2019
162,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-07-01,19670.43278,7,2019
163,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-08-01,19944.28319,8,2019
164,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,14,CORDOBA,2019-09-01,19904.73776,9,2019
165,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,18,CORRIENTES,2017-01-01,14425.10218,1,2017
166,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,18,CORRIENTES,2017-02-01,13795.52309,2,2017
167,Comercio interno,331,Alimentos preparados y rotisería,"Vtas en super (amp), a precios ctes",miles de pesos,INDEC,Mensual,Provincial,PROVINCIA,18,CORRIENTES,2017-03-01,14662.98742,3,2017
